timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-27T16:18:13,codecarbon,ba7b4efe-be79-49d2-b0a7-48f22ddea506,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,38.63059281900132,0.00013110545500324565,3.3938245684585635e-06,52.5,160.30226290135957,11.718041896820068,0.0005633320866541832,0.0016504740981559962,0.00012573333236974227,0.0023395395171799216,France,FRA,occitanie,,,Linux-6.8.0-55-generic-x86_64-with-glibc2.39,3.11.7,2.8.3,16,AMD Ryzen 7 3800X 8-Core Processor,1,1 x NVIDIA GeForce RTX 2080 SUPER,1.4451,43.6046,31.248111724853516,machine,N,1.0
