timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-27T16:43:58,codecarbon,d12fa03e-133f-471b-938f-086ebdee2287,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,281.99276142599956,0.0011078872182528027,3.928778925566619e-06,52.5,180.83112630029564,11.718041896820068,0.004112171075906311,0.014739962903072015,0.0009177980014781895,0.019769931980456512,France,FRA,occitanie,,,Linux-6.8.0-55-generic-x86_64-with-glibc2.39,3.11.7,2.8.3,16,AMD Ryzen 7 3800X 8-Core Processor,1,1 x NVIDIA GeForce RTX 2080 SUPER,1.4451,43.6046,31.248111724853516,machine,N,1.0
