timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-27T15:50:44,codecarbon,b786aa9e-54a1-4165-9235-e031872439d9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,70.05259644699981,0.00029805076861035674,4.254671257415207e-06,52.5,210.51712044962287,11.718041896820068,0.001021550773702116,0.004069075755258007,0.00022800457813237901,0.005318631107092502,France,FRA,occitanie,,,Linux-6.8.0-55-generic-x86_64-with-glibc2.39,3.11.7,2.8.3,16,AMD Ryzen 7 3800X 8-Core Processor,1,1 x NVIDIA GeForce RTX 2080 SUPER,1.4451,43.6046,31.248111724853516,machine,N,1.0
