timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-27T16:25:23,codecarbon,a30480d1-ea9b-4115-9207-ae58b15147fd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,93.87506790999942,0.00035067100409163934,3.7355073279716527e-06,52.5,183.452750267068,11.718041896820068,0.001368945805922927,0.004583135055393997,0.00030554336630382795,0.006257624227620752,France,FRA,occitanie,,,Linux-6.8.0-55-generic-x86_64-with-glibc2.39,3.11.7,2.8.3,16,AMD Ryzen 7 3800X 8-Core Processor,1,1 x NVIDIA GeForce RTX 2080 SUPER,1.4451,43.6046,31.248111724853516,machine,N,1.0
