timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-27T16:22:22,codecarbon,86301428-5fda-4207-ae5d-ac5192502cbc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,96.57870197600096,0.00034032124761903783,3.52377119029416e-06,52.5,164.41045493988548,11.718041896820068,0.0014083677130541864,0.0043502257023999985,0.0003143423546173342,0.0060729357700715185,France,FRA,occitanie,,,Linux-6.8.0-55-generic-x86_64-with-glibc2.39,3.11.7,2.8.3,16,AMD Ryzen 7 3800X 8-Core Processor,1,1 x NVIDIA GeForce RTX 2080 SUPER,1.4451,43.6046,31.248111724853516,machine,N,1.0
